review_id,product,rating,review_text,clean_review,sentiment,label,review_type
627,Fitness Tracker,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
628,Portable Charger,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
629,Bluetooth Speaker,2,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
630,Fitness Tracker,5,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
631,Laptop Stand,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
632,Gaming Mouse,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
633,Wireless Earbuds,2,Would not buy again.,would not buy again.,Negative,0,Genuine
634,Mechanical Keyboard,5,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
635,Wireless Earbuds,2,Good value for money.,good value for money.,Negative,0,Genuine
636,LED Monitor,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
637,Gaming Mouse,4,Good value for money.,good value for money.,Positive,2,Genuine
638,LED Monitor,1,Good value for money.,good value for money.,Negative,0,Genuine
639,Fitness Tracker,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
640,Gaming Mouse,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
641,Gaming Mouse,4,Works as advertised.,works as advertised.,Positive,2,Genuine
642,Smartwatch,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
643,Bluetooth Speaker,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
644,Bluetooth Speaker,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
645,Mechanical Keyboard,4,Would not buy again.,would not buy again.,Positive,2,Genuine
646,Mechanical Keyboard,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
647,Smartwatch,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
648,Bluetooth Speaker,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
649,Smartwatch,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
650,Mechanical Keyboard,1,Good value for money.,good value for money.,Negative,0,Genuine
651,Bluetooth Speaker,5,Good value for money.,good value for money.,Positive,2,Genuine
652,Smartphone Case,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
653,Laptop Stand,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
654,Laptop Stand,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
655,Smartwatch,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
656,Smartwatch,3,Good value for money.,good value for money.,Neutral,1,Genuine
657,Wireless Earbuds,3,"Average product, expected better.","average product, expected better.",Neutral,1,Genuine
658,Mechanical Keyboard,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
659,Laptop Stand,1,Works as advertised.,works as advertised.,Negative,0,Genuine
660,Laptop Stand,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
661,Bluetooth Speaker,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
662,Mechanical Keyboard,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
663,Wireless Earbuds,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
664,Gaming Mouse,4,Good value for money.,good value for money.,Positive,2,Genuine
665,Mechanical Keyboard,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
666,Gaming Mouse,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
667,Portable Charger,5,Would not buy again.,would not buy again.,Positive,2,Genuine
668,Mechanical Keyboard,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
669,Bluetooth Speaker,3,Good value for money.,good value for money.,Neutral,1,Genuine
670,LED Monitor,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
671,LED Monitor,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
672,Fitness Tracker,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
673,Bluetooth Speaker,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
674,LED Monitor,1,Would not buy again.,would not buy again.,Negative,0,Genuine
675,LED Monitor,4,Would not buy again.,would not buy again.,Positive,2,Genuine
676,Portable Charger,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
677,LED Monitor,1,Good value for money.,good value for money.,Negative,0,Genuine
678,Mechanical Keyboard,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
679,Smartwatch,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
680,Fitness Tracker,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
681,Wireless Earbuds,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
682,Gaming Mouse,1,Would not buy again.,would not buy again.,Negative,0,Genuine
683,Wireless Earbuds,5,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
684,Laptop Stand,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
685,Wireless Earbuds,3,Good value for money.,good value for money.,Neutral,1,Genuine
686,Laptop Stand,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
687,Bluetooth Speaker,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
688,Wireless Earbuds,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
689,Bluetooth Speaker,2,Good value for money.,good value for money.,Negative,0,Genuine
690,Wireless Earbuds,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
691,Wireless Earbuds,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
692,Wireless Earbuds,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
693,Fitness Tracker,4,Works as advertised.,works as advertised.,Positive,2,Genuine
694,Mechanical Keyboard,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
695,Portable Charger,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
696,Mechanical Keyboard,3,"Average product, expected better.","average product, expected better.",Neutral,1,Genuine
697,Wireless Earbuds,4,Would not buy again.,would not buy again.,Positive,2,Genuine
698,Smartwatch,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
699,Gaming Mouse,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
700,Gaming Mouse,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
701,Fitness Tracker,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
702,Wireless Earbuds,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
703,Mechanical Keyboard,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
704,Smartwatch,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
705,Fitness Tracker,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
706,LED Monitor,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
707,Gaming Mouse,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
708,Gaming Mouse,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
709,Smartphone Case,5,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
710,LED Monitor,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
711,Laptop Stand,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
712,Fitness Tracker,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
713,LED Monitor,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
714,Smartwatch,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
715,Laptop Stand,3,Good value for money.,good value for money.,Neutral,1,Genuine
716,Bluetooth Speaker,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
717,Smartphone Case,5,Good value for money.,good value for money.,Positive,2,Genuine
718,Smartphone Case,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
719,Bluetooth Speaker,2,Good value for money.,good value for money.,Negative,0,Genuine
720,Gaming Mouse,4,Would not buy again.,would not buy again.,Positive,2,Genuine
721,Smartphone Case,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
722,Laptop Stand,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
723,Laptop Stand,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
724,Smartphone Case,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
725,Bluetooth Speaker,4,Good value for money.,good value for money.,Positive,2,Genuine
726,Fitness Tracker,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
727,Gaming Mouse,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
728,Smartwatch,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
729,Mechanical Keyboard,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
730,Laptop Stand,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
731,Bluetooth Speaker,2,Would not buy again.,would not buy again.,Negative,0,Genuine
732,Gaming Mouse,5,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
733,Portable Charger,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
734,Bluetooth Speaker,2,Good value for money.,good value for money.,Negative,0,Genuine
735,Wireless Earbuds,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
736,Smartphone Case,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
737,Gaming Mouse,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
738,Bluetooth Speaker,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
739,Fitness Tracker,2,Good value for money.,good value for money.,Negative,0,Genuine
740,Mechanical Keyboard,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
741,Wireless Earbuds,2,Good value for money.,good value for money.,Negative,0,Genuine
742,Smartwatch,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
743,LED Monitor,2,Good value for money.,good value for money.,Negative,0,Genuine
744,LED Monitor,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
745,Smartwatch,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
746,LED Monitor,2,Works as advertised.,works as advertised.,Negative,0,Genuine
747,LED Monitor,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
748,LED Monitor,2,Good value for money.,good value for money.,Negative,0,Genuine
749,Smartphone Case,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
750,Gaming Mouse,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
751,Smartwatch,2,Good value for money.,good value for money.,Negative,0,Genuine
752,Fitness Tracker,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
753,Smartwatch,1,Good value for money.,good value for money.,Negative,0,Genuine
754,Mechanical Keyboard,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
755,Laptop Stand,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
756,Fitness Tracker,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
757,LED Monitor,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
758,Smartphone Case,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
759,Fitness Tracker,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
760,LED Monitor,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
761,Smartphone Case,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
762,Laptop Stand,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
763,Fitness Tracker,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
764,Bluetooth Speaker,4,Works as advertised.,works as advertised.,Positive,2,Genuine
765,LED Monitor,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
766,Bluetooth Speaker,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
767,Smartphone Case,4,Would not buy again.,would not buy again.,Positive,2,Genuine
768,LED Monitor,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
769,LED Monitor,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
770,Laptop Stand,2,Would not buy again.,would not buy again.,Negative,0,Genuine
771,Laptop Stand,2,Would not buy again.,would not buy again.,Negative,0,Genuine
772,LED Monitor,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
773,Laptop Stand,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
774,Smartphone Case,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
775,Laptop Stand,2,Works as advertised.,works as advertised.,Negative,0,Genuine
776,Fitness Tracker,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
777,Bluetooth Speaker,4,Works as advertised.,works as advertised.,Positive,2,Genuine
778,Gaming Mouse,5,Works as advertised.,works as advertised.,Positive,2,Genuine
779,Gaming Mouse,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
780,Smartphone Case,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
781,Portable Charger,4,Works as advertised.,works as advertised.,Positive,2,Genuine
782,Fitness Tracker,5,Good value for money.,good value for money.,Positive,2,Genuine
783,Smartphone Case,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
784,Gaming Mouse,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
785,Laptop Stand,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
786,Smartwatch,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
787,Laptop Stand,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
788,Mechanical Keyboard,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
789,Bluetooth Speaker,4,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
790,Gaming Mouse,4,Battery life could be better.,battery life could be better.,Positive,2,Genuine
791,Smartwatch,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
792,Mechanical Keyboard,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
793,Smartphone Case,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
794,Bluetooth Speaker,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
795,Mechanical Keyboard,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
796,Gaming Mouse,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
797,LED Monitor,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
798,Wireless Earbuds,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
799,Portable Charger,2,Would not buy again.,would not buy again.,Negative,0,Genuine
800,Mechanical Keyboard,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
801,Wireless Earbuds,3,"Average product, expected better.","average product, expected better.",Neutral,1,Genuine
802,Gaming Mouse,4,Good value for money.,good value for money.,Positive,2,Genuine
803,Smartphone Case,1,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
804,LED Monitor,5,Would not buy again.,would not buy again.,Positive,2,Genuine
805,Smartwatch,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
806,Gaming Mouse,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
807,Smartphone Case,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
808,LED Monitor,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
809,Wireless Earbuds,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
810,Gaming Mouse,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
811,Portable Charger,1,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
812,Wireless Earbuds,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
813,Smartphone Case,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
814,Fitness Tracker,4,Would not buy again.,would not buy again.,Positive,2,Genuine
815,Portable Charger,1,Good value for money.,good value for money.,Negative,0,Genuine
816,Laptop Stand,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
817,Laptop Stand,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
818,Portable Charger,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
819,LED Monitor,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
820,Gaming Mouse,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
821,Laptop Stand,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
822,Mechanical Keyboard,1,Works as advertised.,works as advertised.,Negative,0,Genuine
823,Smartwatch,2,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Negative,0,Genuine
824,Smartwatch,4,Works as advertised.,works as advertised.,Positive,2,Genuine
825,LED Monitor,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
826,Portable Charger,2,Good value for money.,good value for money.,Negative,0,Genuine
827,Fitness Tracker,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
828,Wireless Earbuds,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
829,Bluetooth Speaker,4,Good value for money.,good value for money.,Positive,2,Genuine
830,Smartwatch,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
831,LED Monitor,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
832,Mechanical Keyboard,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
833,Gaming Mouse,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
834,Laptop Stand,4,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
835,Wireless Earbuds,5,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
836,Wireless Earbuds,1,Good value for money.,good value for money.,Negative,0,Genuine
837,Laptop Stand,5,Works as advertised.,works as advertised.,Positive,2,Genuine
838,Smartwatch,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
839,Mechanical Keyboard,4,Good value for money.,good value for money.,Positive,2,Genuine
840,Smartphone Case,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
841,Fitness Tracker,5,Would not buy again.,would not buy again.,Positive,2,Genuine
842,Bluetooth Speaker,3,Exceeded my expectations!,exceeded my expectations!,Neutral,1,Genuine
843,Laptop Stand,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
844,Gaming Mouse,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
845,Smartphone Case,2,Would not buy again.,would not buy again.,Negative,0,Genuine
846,Smartwatch,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
847,LED Monitor,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
848,Wireless Earbuds,5,Works as advertised.,works as advertised.,Positive,2,Genuine
849,Wireless Earbuds,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
850,Smartphone Case,1,Good value for money.,good value for money.,Negative,0,Genuine
851,Smartwatch,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
852,Fitness Tracker,3,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Neutral,1,Genuine
853,LED Monitor,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
854,Smartphone Case,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
855,Wireless Earbuds,3,Good value for money.,good value for money.,Neutral,1,Genuine
856,Fitness Tracker,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
857,Bluetooth Speaker,4,Works as advertised.,works as advertised.,Positive,2,Genuine
858,LED Monitor,2,Would not buy again.,would not buy again.,Negative,0,Genuine
859,Smartphone Case,1,Good value for money.,good value for money.,Negative,0,Genuine
860,Mechanical Keyboard,2,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
861,LED Monitor,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
862,Bluetooth Speaker,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
863,Smartphone Case,5,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
864,Fitness Tracker,4,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
865,Mechanical Keyboard,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
866,Fitness Tracker,5,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
867,Bluetooth Speaker,1,Would not buy again.,would not buy again.,Negative,0,Genuine
868,Bluetooth Speaker,4,Would not buy again.,would not buy again.,Positive,2,Genuine
869,Smartwatch,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
870,Bluetooth Speaker,1,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
871,Portable Charger,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
872,Smartwatch,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
873,Wireless Earbuds,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
874,Mechanical Keyboard,4,Would not buy again.,would not buy again.,Positive,2,Genuine
875,Gaming Mouse,1,Works as advertised.,works as advertised.,Negative,0,Genuine
876,Laptop Stand,3,Would not buy again.,would not buy again.,Neutral,1,Genuine
877,Fitness Tracker,1,Battery life could be better.,battery life could be better.,Negative,0,Genuine
878,Fitness Tracker,4,Would not buy again.,would not buy again.,Positive,2,Genuine
879,LED Monitor,4,Would not buy again.,would not buy again.,Positive,2,Genuine
880,Smartphone Case,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
881,Gaming Mouse,3,Battery life could be better.,battery life could be better.,Neutral,1,Genuine
882,LED Monitor,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
883,Laptop Stand,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
884,Bluetooth Speaker,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
885,Laptop Stand,2,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
886,Laptop Stand,4,Would not buy again.,would not buy again.,Positive,2,Genuine
887,Fitness Tracker,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
888,Laptop Stand,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
889,Smartwatch,2,Works as advertised.,works as advertised.,Negative,0,Genuine
890,Laptop Stand,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
891,Wireless Earbuds,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
892,Fitness Tracker,3,Excellent quality and fast delivery.,excellent quality and fast delivery.,Neutral,1,Genuine
893,Gaming Mouse,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
894,Mechanical Keyboard,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
895,Smartphone Case,5,Battery life could be better.,battery life could be better.,Positive,2,Genuine
896,Mechanical Keyboard,3,Works as advertised.,works as advertised.,Neutral,1,Genuine
897,Bluetooth Speaker,5,Exceeded my expectations!,exceeded my expectations!,Positive,2,Genuine
898,Smartphone Case,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
899,Laptop Stand,2,Works as advertised.,works as advertised.,Negative,0,Genuine
900,Laptop Stand,3,Not satisfied with the build quality.,not satisfied with the build quality.,Neutral,1,Genuine
901,Fitness Tracker,4,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
902,Smartphone Case,5,Good value for money.,good value for money.,Positive,2,Genuine
903,LED Monitor,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
904,Portable Charger,2,Battery life could be better.,battery life could be better.,Negative,0,Genuine
905,Wireless Earbuds,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
906,Fitness Tracker,5,Works as advertised.,works as advertised.,Positive,2,Genuine
907,Fitness Tracker,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
908,LED Monitor,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
909,Laptop Stand,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
910,Laptop Stand,2,Would not buy again.,would not buy again.,Negative,0,Genuine
911,Mechanical Keyboard,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
912,Gaming Mouse,5,Good value for money.,good value for money.,Positive,2,Genuine
913,Laptop Stand,4,Works as advertised.,works as advertised.,Positive,2,Genuine
914,LED Monitor,1,Exceeded my expectations!,exceeded my expectations!,Negative,0,Genuine
915,LED Monitor,5,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Positive,2,Genuine
916,LED Monitor,5,Would not buy again.,would not buy again.,Positive,2,Genuine
917,Wireless Earbuds,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
918,Portable Charger,2,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
919,Portable Charger,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
920,Wireless Earbuds,4,"Amazing performance, highly recommend.","amazing performance, highly recommend.",Positive,2,Genuine
921,Portable Charger,2,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Negative,0,Genuine
922,Smartwatch,2,Good value for money.,good value for money.,Negative,0,Genuine
923,Gaming Mouse,1,Would not buy again.,would not buy again.,Negative,0,Genuine
924,Mechanical Keyboard,4,Good value for money.,good value for money.,Positive,2,Genuine
925,Bluetooth Speaker,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
926,Mechanical Keyboard,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
927,Bluetooth Speaker,5,Would not buy again.,would not buy again.,Positive,2,Genuine
928,Fitness Tracker,5,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
929,Fitness Tracker,4,Excellent quality and fast delivery.,excellent quality and fast delivery.,Positive,2,Genuine
930,Wireless Earbuds,5,Not satisfied with the build quality.,not satisfied with the build quality.,Positive,2,Genuine
931,Laptop Stand,1,"Average product, expected better.","average product, expected better.",Negative,0,Genuine
932,LED Monitor,3,Good value for money.,good value for money.,Neutral,1,Genuine
933,Fitness Tracker,3,"Five stars, very happy with this purchase.","five stars, very happy with this purchase.",Neutral,1,Genuine
934,Fitness Tracker,2,Good value for money.,good value for money.,Negative,0,Genuine
935,Smartphone Case,4,Would not buy again.,would not buy again.,Positive,2,Genuine
936,Mechanical Keyboard,5,"Average product, expected better.","average product, expected better.",Positive,2,Genuine
937,Wireless Earbuds,2,Excellent quality and fast delivery.,excellent quality and fast delivery.,Negative,0,Genuine
938,Mechanical Keyboard,1,Not satisfied with the build quality.,not satisfied with the build quality.,Negative,0,Genuine
